contig,gene_id,site_pos,r2N,r2S,r2L,rL_std,rNrS_pval,r2G,r2G_pval,rNrS,rNrS_trans,r_rg,r_rg_transform,iLDS,iLDS_pval,significance
GUT_GENOME142330_1,GUT_GENOME142330_00116,82421,0.25541754376677106,0.37175514540859095,0.36444070188961114,0.010077461004778738,0.9997152446893846,0.2644528954563544,1.6712427461679956e-23,-0.11633760164181989,-2.3683614085580986,0.09998780643325672,0.5700921680079662,5.934140841571324,0.05145382781228466,False
GUT_GENOME142330_1,GUT_GENOME142330_00116,82573,0.2572832615602681,0.38169342614069884,0.3739694320047663,0.010683450084382892,0.9998936262626403,0.26439867917156373,5.553998649633293e-25,-0.12441016458043075,-2.527777444605083,0.10957075283320256,0.6321432265051604,6.789263868270558,0.03355290157741304,False
GUT_GENOME142330_1,GUT_GENOME142330_00116,82593,0.24694705788288673,0.3777938668517958,0.3698715980849453,0.010511733801853294,0.9999622513662039,0.2644796739589383,5.8511491559275516e-24,-0.13084680896890905,-2.654887550981268,0.10539192412600701,0.6050846650003803,7.414555360173938,0.02454424970481637,False
GUT_GENOME142330_1,GUT_GENOME142330_00116,82597,0.24973596513681506,0.37751831072233716,0.37001833115183597,0.01043456965439282,0.9999047340767054,0.2647164326169178,3.007862700613581e-24,-0.1277823455855221,-2.5943708837337356,0.10530189853491817,0.6045017353891984,7.096182630453916,0.028779518292908993,False
GUT_GENOME142330_1,GUT_GENOME142330_00116,82604,0.2542140038918522,0.3843527493980778,0.3762560632087459,0.010498017160325048,0.9998932139373582,0.2650994631073227,1.6875775132524355e-26,-0.13013874550622556,-2.640904795894799,0.1111566001014232,0.642411832579022,7.387071103617687,0.024883868128102053,False
GUT_GENOME142330_1,GUT_GENOME142330_00116,82605,0.26697868004263736,0.3856896437639697,0.37809764428904663,0.010506520217693353,0.9994347198240168,0.26513818445966764,2.9194729325941756e-27,-0.11871096372133233,-2.415230287462771,0.112959459829379,0.65408562785792,6.261165350047789,0.043692331404069557,False
GUT_GENOME142330_1,GUT_GENOME142330_00117,82786,0.2681098647283573,0.38424837505627996,0.376502330681925,0.010476322866190435,0.999196644117027,0.26526410878981854,1.2280656472623999e-26,-0.11613851032792266,-2.3644297763968827,0.11123822189210647,0.6429403462841975,6.003900456392257,0.04969006684163067,False
GUT_GENOME142330_1,GUT_GENOME142330_00117,82851,0.2696053527846651,0.40807019335263656,0.3979454161246253,0.010673357328195873,0.9999218906456305,0.26575864270225785,1.5805051854992524e-35,-0.13846484056797148,-2.805327554885677,0.13218677342236745,0.7785854539770733,8.476057999345537,0.0144360172153564,False
GUT_GENOME142330_1,GUT_GENOME142330_00120,85575,0.26959161259545755,0.3982625613793228,0.3891974387641153,0.010715135962696371,0.999817148014859,0.26612062560056443,7.733401456514771e-31,-0.12867094878386526,-2.611918916567397,0.12307681316355085,0.719597053819671,7.339940346588555,0.025477229837185433,False
GUT_GENOME142330_1,GUT_GENOME142330_00120,85636,0.27080981080157634,0.3975598689175873,0.38899585898212863,0.010557009318007533,0.9997335185588943,0.2667075820843745,2.4949812038469653e-31,-0.12675005811601098,-2.5739853905883883,0.12228827689775412,0.7144911596704157,7.135898408209632,0.028213654838383753,False
GUT_GENOME142330_1,GUT_GENOME142330_00124,90071,0.27023938374105494,0.3839252340325918,0.37486655146023534,0.011070517492097079,0.9989943730932896,0.2674261820568934,1.4341143056356565e-22,-0.11368585029153688,-2.3159949306428333,0.10744036940334195,0.6183486646542791,5.746187589843032,0.05652378279791033,False
GUT_GENOME142330_1,GUT_GENOME142330_00125,91874,0.25817359132148676,0.36339439103318855,0.3535748465679275,0.011874132798375495,0.9985283910928003,0.26803471250169136,2.9255899685753297e-13,-0.10522079971170178,-2.1488280942072717,0.08554013406623612,0.47654125727769675,4.844553748342263,0.08871938444227173,False
GUT_GENOME142330_1,GUT_GENOME142330_00125,93028,0.24923596976416945,0.3432557935583523,0.3335455576182457,0.01289391024302336,0.9965658211303672,0.26758653073362554,1.5644074961914477e-07,-0.09401982379418283,-1.9276325217221004,0.06595902688462019,0.3497505630113545,3.8380925951274634,0.14674684824156753,False
GUT_GENOME142330_1,GUT_GENOME142330_00126,94507,0.24792875522200658,0.32033728171411807,0.3116273548764105,0.013033775955171861,0.9852148781979166,0.2658024048549273,0.00021916485642489472,-0.07240852649211149,-1.5008551307090356,0.045824950021483235,0.2193793046237906,2.3006934026728545,0.3165270100159059,False
GUT_GENOME142330_1,GUT_GENOME142330_00128,95889,0.22893935766236184,0.2760650094005118,0.2712071204555627,0.012042482074695163,0.9400721104343944,0.26600377345080434,0.3328406890702229,-0.047125651738149976,-1.0015718542825163,0.005203347004758385,-0.0436518509146394,1.005051663379192,0.6050005985036244,False
GUT_GENOME142330_1,GUT_GENOME142330_00128,95979,0.2372773353166515,0.2902230731966884,0.28370422909354437,0.012578046256800719,0.9496095478896053,0.2658055529375922,0.0773667370611424,-0.0529457378800369,-1.1165062399599428,0.017898676155952142,0.03855236675752771,1.2480724688520963,0.5357775437239454,False
GUT_GENOME142330_1,GUT_GENOME142330_00128,96033,0.2062386789866503,0.26521526833395076,0.2580218861533599,0.011213974806790317,0.9810389473555174,0.26597323509176213,0.7608554915765732,-0.05897658934730046,-1.2356027948224484,-0.007951348938402214,-0.1288305395365933,1.5433115744903352,0.46224705153378864,False
GUT_GENOME142330_1,GUT_GENOME142330_00128,96225,0.20167038460054618,0.24249206335292445,0.23858388653904927,0.011350757527897376,0.915725180610507,0.26525617421524866,0.9906088667403673,-0.04082167875237827,-0.8770817273697453,-0.02667228767619939,-0.2500515102338734,0.8317981142561373,0.6597468638664553,False
GUT_GENOME142330_1,GUT_GENOME142330_00128,96304,0.18511620435900905,0.22113529279154137,0.2182254223813922,0.0095568661832119,0.9272557218884021,0.26552262163389356,0.9999996270750952,-0.03601908843253232,-0.7822407311000763,-0.047297199252501365,-0.3836009992227509,0.7590502879966748,0.684186222020378,False
GUT_GENOME142330_1,GUT_GENOME142330_00128,96309,0.18427432760001813,0.2184146233961085,0.2165480090533313,0.009728038461733958,0.9052794453339682,0.2655409606538748,0.999999762644799,-0.034140295796090375,-0.7451385521596942,-0.04899295160054348,-0.3945812576687035,0.710925830818061,0.7008489343331825,False
GUT_GENOME142330_1,GUT_GENOME142330_00128,96486,0.17651425042178465,0.22565101158596204,0.2203009049122612,0.009820409072647003,0.9793852533349832,0.2652418687613006,0.9999976334407954,-0.049136761164177395,-1.0412870098275515,-0.04494096384903942,-0.3683440109488519,1.2199559472374912,0.5433628372597044,False
GUT_GENOME142330_1,GUT_GENOME142330_00128,96606,0.185853535550479,0.22488904065767187,0.2208735022958533,0.009758758123768342,0.9445631941859752,0.2654065671628456,0.9999974833467068,-0.039035505107192864,-0.841808577519761,-0.044533064866992295,-0.36570280202003064,0.8423802205911453,0.6562653267538303,False
GUT_GENOME142330_1,GUT_GENOME142330_00132,99280,0.1813430837092044,0.2240565980065528,0.22002188312162976,0.009721732872864491,0.9585514607161002,0.2653847964821589,0.9999984654059574,-0.042713514297348404,-0.9144414761540419,-0.04536291336052914,-0.37107619922660945,0.9739007589432496,0.6144975238799566,False
GUT_GENOME142330_1,GUT_GENOME142330_00132,99490,0.17727473821271464,0.21278256102015902,0.21023548859459798,0.008912295518391247,0.9192595707417519,0.26549079738904524,0.9999999997174983,-0.035507822807444384,-0.772144316870988,-0.05525530879444726,-0.4351309880284021,0.785545822818738,0.675182056319731,False
GUT_GENOME142330_1,GUT_GENOME142330_00132,99576,0.17984599357425218,0.21414448215696544,0.21143667976169073,0.00888184241936852,0.9146161584042354,0.2649927723060452,0.9999999991793918,-0.034298488582713255,-0.748262524950792,-0.05355609254435445,-0.4241283002815012,0.7397816213454099,0.6908097555719805,False
GUT_GENOME142330_1,GUT_GENOME142330_00133,101689,0.18401954590336694,0.21537207344493076,0.21291354300986517,0.008871557827977307,0.8964660838998528,0.2653212754648833,0.9999999982621255,-0.03135252754156381,-0.6900860282049263,-0.05240773245501815,-0.41669249128233443,0.6498513586147286,0.722581054370956,False
GUT_GENOME142330_1,GUT_GENOME142330_00135,103534,0.18355443662769202,0.2145656803255912,0.21193370150925922,0.008339567627632898,0.8980862159532939,0.2652340028405793,0.999999999917735,-0.031011243697899177,-0.6833463944680778,-0.05330030133132008,-0.42247201265756607,0.6454448963114564,0.7241748225346522,False
GUT_GENOME142330_1,GUT_GENOME142330_00135,103707,0.1834692381036702,0.21396079675878138,0.21160513119812827,0.008144519107097502,0.8948724506517118,0.26545100558944,0.9999999999809522,-0.03049155865511119,-0.6730837145553678,-0.05384587439131175,-0.42600468251161305,0.634521676321472,0.7281408034455277,False
GUT_GENOME142330_1,GUT_GENOME142330_00135,103803,0.18608640903414458,0.21508134414186458,0.21274116829368478,0.008108811190414558,0.8813340185982326,0.2652275386041276,0.9999999999518849,-0.02899493510772,-0.6435285664327648,-0.05248637031044284,-0.41720168354569503,0.5881862605683716,0.7452070868637279,False
GUT_GENOME142330_1,GUT_GENOME142330_00136,104293,0.1892479327686246,0.21566151407047224,0.21343992856355667,0.0081815354943031,0.8582886180316078,0.2651380905147413,0.9999999998682693,-0.02641358130184765,-0.5925522910545042,-0.051698161951184624,-0.4120979126419378,0.5209429072377841,0.7706881564198673,False
GUT_GENOME142330_1,GUT_GENOME142330_00136,104346,0.19332278324776786,0.21432711141398872,0.21271222947796317,0.007751000312880022,0.8044247552475547,0.2647984947844229,0.99999999999091,-0.02100432816622086,-0.4857309879053047,-0.05208626530645974,-0.41461094182900177,0.40783682569579516,0.8155289051539261,False
GUT_GENOME142330_1,GUT_GENOME142330_00136,104365,0.1962032576913334,0.21421598851795,0.2125410390257371,0.007748887126756926,0.7642292649737179,0.2646602455957271,0.999999999991282,-0.018012730826616613,-0.4266532708338934,-0.05211920656999,-0.414824241599759,0.35411216493207487,0.8377328010841674,False
GUT_GENOME142330_1,GUT_GENOME142330_00136,104373,0.192815648456431,0.21654918892616193,0.21448092892678514,0.007668370375493026,0.8274811021152894,0.2643247936696717,0.9999999999598211,-0.023733540469730918,-0.5396271557351343,-0.04984386474288657,-0.4000910517307741,0.45127031688182784,0.7980091954799288,False
GUT_GENOME142330_1,GUT_GENOME142330_00136,104397,0.19134676599453473,0.21591413599685316,0.21379520397679358,0.007669461732268093,0.8383020376295545,0.26422349812433094,0.9999999999757071,-0.02456737000231843,-0.5560935245742337,-0.050428294147537356,-0.4038753224197629,0.47235528413306127,0.7896403881224789,False
GUT_GENOME142330_1,GUT_GENOME142330_00136,104970,0.18940718672983028,0.21569823577348599,0.21357259893959088,0.007614733668437383,0.8567754230270892,0.2642628357689867,0.9999999999860133,-0.0262910490436557,-0.5901325382402627,-0.0506902368293958,-0.405571441754731,0.5127446070569063,0.7738538066509629,False
GUT_GENOME142330_1,GUT_GENOME142330_00136,105180,0.18705724337101656,0.21224900193136823,0.21025479754419857,0.007363524869375801,0.8518755901096668,0.2641682479218517,0.9999999999998775,-0.025191758560351662,-0.5684238773545961,-0.053913450377653105,-0.4264422474636091,0.5049586947686469,0.7768722571177906,False
GUT_GENOME142330_1,GUT_GENOME142330_00136,105190,0.18727395226231555,0.2114561410668245,0.20952282295589647,0.007356213281151659,0.8418179035135654,0.2642082679783254,0.9999999999999473,-0.024182188804508953,-0.5484870109822588,-0.05468544502242895,-0.4314410320610871,0.4869793653621885,0.7838875636085317,False
GUT_GENOME142330_1,GUT_GENOME142330_00136,105196,0.18485279949054922,0.2166393399584565,0.213932187883398,0.007667008434866259,0.9072772534360388,0.26421693699469556,0.9999999999728402,-0.03178654046790727,-0.6986568651048033,-0.05028474911129757,-0.40294584613251716,0.6504867700735215,0.7223515226937243,False
GUT_GENOME142330_1,GUT_GENOME142330_00137,105454,0.19052099968049155,0.2212888474379783,0.21876622957014816,0.007823525756682988,0.8934523873698357,0.26423030651434837,0.9999999968986792,-0.030767847757486755,-0.6785398396842319,-0.04546407694420021,-0.37173124906057226,0.5986004355668364,0.7413368135281337,False
GUT_GENOME142330_1,GUT_GENOME142330_00137,105550,0.19341105385848234,0.22297422042965803,0.22063918878300326,0.00784739062182495,0.8787767919031106,0.2642172449707192,0.9999999859749069,-0.029563166571175692,-0.6547499354267452,-0.04357805618771593,-0.35951897327364,0.5579513700850594,0.7565582986742602,False
GUT_GENOME142330_1,GUT_GENOME142330_00137,105565,0.19284271048517265,0.22752322607509243,0.22509386804551576,0.00786213324489379,0.9146319552197247,0.26420128178314173,0.9999996723237286,-0.034680515589919775,-0.7558067499528006,-0.03910741373762597,-0.330570872698629,0.6805209451509485,0.7115849502567688,False
GUT_GENOME142330_1,GUT_GENOME142330_00137,105617,0.1926907212675898,0.22520655493586103,0.22307676168979038,0.0076590905058859,0.8998844670587822,0.26408224414836273,0.9999999569445492,-0.03251583366827124,-0.7130588625871604,-0.041005482458572357,-0.3428611609168543,0.626006717179348,0.7312474566046008,False
GUT_GENOME142330_1,GUT_GENOME142330_00137,105658,0.18959338604443707,0.22619732732572717,0.2237320605828922,0.007706517846134812,0.9286830171769529,0.2639741502172629,0.9999999114159501,-0.0366039412812901,-0.7937903372820005,-0.040242089634370704,-0.33791807443656857,0.7442917245931905,0.6892536990641684,False
GUT_GENOME142330_1,GUT_GENOME142330_00137,106249,0.1985992076859881,0.228714529213035,0.22675480086577945,0.0077302955680970935,0.8811059392641674,0.26422277696705215,0.999999372974669,-0.030115321527046907,-0.6656538274147132,-0.0374679761012727,-0.31995526071143965,0.5454663868087821,0.7612958792964376,False
GUT_GENOME142330_1,GUT_GENOME142330_00137,106252,0.20186653905263618,0.23398532455520393,0.23160258734614575,0.008012891887222168,0.8943905681426401,0.26445027772835866,0.9999792848650187,-0.03211878550256775,-0.7052180014904406,-0.03284769038221291,-0.2900381968500838,0.581454585258219,0.7477195588519824,False
GUT_GENOME142330_1,GUT_GENOME142330_00138,107644,0.20525044987290925,0.23441740380244627,0.23221102070451072,0.008009900483344287,0.8733919405420346,0.26451445154228254,0.999972458074261,-0.029166953929537026,-0.6469255741622904,-0.03230343083777182,-0.286514032212164,0.500602989159682,0.7785660142490749,False
GUT_GENOME142330_1,GUT_GENOME142330_00138,107681,0.2063087292204219,0.24007132277602727,0.23714843704196018,0.008476418233415012,0.9053503725322913,0.26457373976613363,0.9993928133206185,-0.033762593555605375,-0.7376797321489894,-0.027425302724173456,-0.2549273990097274,0.6091593659892695,0.7374332650025213,False
GUT_GENOME142330_1,GUT_GENOME142330_00146,115998,0.1981806524097678,0.21809143910941262,0.21625260448928793,0.008284308937240779,0.7860607903448749,0.2646426874404199,0.9999999974082753,-0.019910786699644828,-0.46413585793477824,-0.04839008295113198,-0.3906775900210404,0.3680510739655008,0.831914558967666,False
GUT_GENOME142330_1,GUT_GENOME142330_00146,116354,0.18887092866115177,0.21430657538500422,0.21197271004063423,0.008305881233076445,0.8571358378039045,0.26457464717450896,0.9999999998798544,-0.025435646723852456,-0.5732401525028659,-0.05260193713387473,-0.41794999658239823,0.5032864720847356,0.777522080447689,False
GUT_GENOME142330_1,GUT_GENOME142330_00146,116429,0.18693675844506943,0.2063327862598712,0.20450120801401636,0.00817713268927656,0.7949693005791904,0.26447813580113644,0.9999999999998889,-0.019396027814801764,-0.4539704592174573,-0.05997692778712008,-0.4657042004923119,0.42296958019829256,0.8093815915728655,False
GUT_GENOME142330_1,GUT_GENOME142330_00146,116483,0.18629686950758895,0.20391201146385507,0.20252636681827105,0.008202784926276085,0.7744034755917091,0.2643470323906828,0.9999999999999759,-0.017615141956266123,-0.4188017319645563,-0.061820665572411754,-0.47764268750808686,0.40353742762645994,0.8172839325685867,False
GUT_GENOME142330_1,GUT_GENOME142330_00146,116620,0.18850994289850606,0.20429560315425577,0.20382147206454268,0.008567712772377615,0.7458485507435973,0.26423827381759246,0.9999999999991162,-0.015785660255749706,-0.3826733396640299,-0.06041680175304978,-0.46855245238188226,0.365980285522698,0.8327763645720012,False
GUT_GENOME142330_1,GUT_GENOME142330_00146,116651,0.18606996740847834,0.20449426698342538,0.2038921304310264,0.008530467647013066,0.7795314012573757,0.26417670957708717,0.9999999999992083,-0.01842429957494704,-0.4347808827111377,-0.06028457914606075,-0.4676962905733414,0.4077742361871395,0.8155544273300132,False
GUT_GENOME142330_1,GUT_GENOME142330_00146,116755,0.18677509505360976,0.2031444767677275,0.2027404480982328,0.008762968548047286,0.750975269812186,0.264206858280343,0.9999999999988448,-0.016369381714117753,-0.3942006032798416,-0.061466410182110215,-0.4753488291237103,0.38135062497547334,0.8264008666370206,False
GUT_GENOME142330_1,GUT_GENOME142330_00146,116934,0.18311463899025485,0.2017851612165118,0.2016848316587732,0.009032991128891513,0.7803782997004822,0.2643055526151835,0.9999999999979319,-0.018670522226256953,-0.439643259053732,-0.0626207209564103,-0.48282316972739364,0.4264044084569945,0.8079927411485018,False
GUT_GENOME142330_1,GUT_GENOME142330_00147,117409,0.18162775628369213,0.2005856965555329,0.19937544522474343,0.008786960507301881,0.7816610580404862,0.26434190339043234,0.9999999999999285,-0.01895794027184078,-0.4453191572614987,-0.06496645816568891,-0.49801218057199304,0.4463252838221628,0.7999847276682821,False
GUT_GENOME142330_1,GUT_GENOME142330_00147,117652,0.17829717682585003,0.19833382201075125,0.19670471418214222,0.008668147018509176,0.8020890946211943,0.26439043280454816,0.9999999999999971,-0.020036645184901225,-0.46662129669506186,-0.06768571862240594,-0.5156198121527987,0.48359922521386844,0.7852135086757197,False
GUT_GENOME142330_1,GUT_GENOME142330_00147,117833,0.17609169564489655,0.2056623311782878,0.20246181649967704,0.008641282552628636,0.8992883485285637,0.2648535911753002,0.9999999999997404,-0.02957063553339126,-0.6548974316257646,-0.06239177467562318,-0.48134070718727995,0.6605795223455738,0.7187154474258386,False
GUT_GENOME142330_1,GUT_GENOME142330_00147,117880,0.18436185422350232,0.19715430383026883,0.1959582338283216,0.009275782526206557,0.7037338265846091,0.2650588750427971,0.9999999999999531,-0.01279244960676651,-0.32356376314623636,-0.06910064121447554,-0.5247816545408568,0.3800892937639929,0.8269222136206882,False
GUT_GENOME142330_1,GUT_GENOME142330_00147,118067,0.1829681403052525,0.19190531856961424,0.19131502230045294,0.009496351818463459,0.646939003892824,0.26526753554063603,0.9999999999999966,-0.008937178264361745,-0.2474303121015717,-0.0739525132401831,-0.5561982755176559,0.3705782810354954,0.8308640126669318,False
GUT_GENOME142330_1,GUT_GENOME142330_00147,118088,0.18538311268014637,0.19384297931529365,0.19260720007233367,0.009399871167041407,0.6399019980387546,0.2654361447523189,0.9999999999999953,-0.008459866635147278,-0.23800441744244724,-0.07282894467998524,-0.548922995499932,0.357962557710737,0.8361215524030261,False
GUT_GENOME142330_1,GUT_GENOME142330_00147,118150,0.18173440408499836,0.18936624757985285,0.18684157177865598,0.010296379177246257,0.6283154780910376,0.2655806952693266,0.9999999999999898,-0.00763184349485449,-0.22165271256452068,-0.07873912349067061,-0.5871923164170132,0.3939247414463878,0.8212215347037043,False
GUT_GENOME142330_1,GUT_GENOME142330_00148,119931,0.18246719729879615,0.1873187518250673,0.18471893478372756,0.010668492816119835,0.5820650181974665,0.2655801871455696,0.9999999999999827,-0.004851554526271146,-0.16674788868054785,-0.08086125236184202,-0.6009334287250593,0.38892584413867626,0.8232767030871335,False
GUT_GENOME142330_1,GUT_GENOME142330_00148,120486,0.17875034042801918,0.1875265775197304,0.1841467381691016,0.01057577602161932,0.6503067156394623,0.26553954652237743,0.999999999999993,-0.008776237091711214,-0.24425206450216483,-0.08139280835327584,-0.6043753358945683,0.4249286176512419,0.8085891753037007,False
GUT_GENOME142330_1,GUT_GENOME142330_00149,121799,0.17707694452908668,0.1868301020843191,0.18310932374263575,0.010598561624206283,0.667018787509338,0.2655607112832937,0.9999999999999963,-0.009753157555232428,-0.2635441764388646,-0.08245138754065798,-0.6112297996825043,0.44305740095475377,0.8012929243284653,False
GUT_GENOME142330_1,GUT_GENOME142330_00149,121856,0.17803083267601205,0.18891552124987157,0.18523945419068932,0.010568604145467274,0.6857659808314334,0.26553084185048476,0.9999999999999849,-0.010884688573859519,-0.2858895196744019,-0.08029138765979543,-0.5972434667356675,0.4384325760180986,0.8031479880871234,False
GUT_GENOME142330_1,GUT_GENOME142330_00153,126345,0.18082382375711123,0.18822973593428313,0.18521895747416514,0.01049402859184034,0.6291457831901722,0.2655636424191255,0.9999999999999905,-0.007405912177171903,-0.2171910471234795,-0.08034468494496036,-0.5975885748914983,0.4042840557914454,0.8169788859098133,False
GUT_GENOME142330_1,GUT_GENOME142330_00153,126347,0.1805423916135107,0.18851459352949307,0.1850966062223479,0.010456096147674432,0.6375832972290782,0.2655236884534258,0.9999999999999928,-0.007972201915982358,-0.22837407116451344,-0.08042708223107789,-0.598122110049424,0.4099047749102295,0.8146861047667316,False
GUT_GENOME142330_1,GUT_GENOME142330_00153,126557,0.1751973303391718,0.18583666676462027,0.1820822855830734,0.010443637447693718,0.6853152139545684,0.26550169074720553,0.9999999999999993,-0.010639336425448481,-0.281044333922028,-0.08341940516413213,-0.617497863352447,0.46028952887451374,0.7944185906185022,False
GUT_GENOME142330_1,GUT_GENOME142330_00153,126582,0.1719791081139617,0.18567151010407676,0.18189676370622457,0.010328570457703098,0.7356025101420707,0.2656591277651517,0.9999999999999998,-0.013692401990115066,-0.3413359183682495,-0.08376236405892715,-0.6197185751831195,0.500561321595292,0.7785822348928084,False
GUT_GENOME142330_1,GUT_GENOME142330_00153,126755,0.1687920856930313,0.17760306818035368,0.1752406680899353,0.010104988582069098,0.6606067406700625,0.2656889850648237,1.0,-0.008810982487322372,-0.2449382125423024,-0.09044831697488839,-0.66301115328834,0.49957851734815284,0.7789649258762883,False
GUT_GENOME142330_1,GUT_GENOME142330_00155,128388,0.16891231915837898,0.17792521615862794,0.17549095498229572,0.010326502920229583,0.6656131176656743,0.2658048618944658,1.0,-0.00901289700024896,-0.24892559691030255,-0.09031390691217006,-0.6621408273659918,0.5003944280620706,0.7786472077737014,False
GUT_GENOME142330_1,GUT_GENOME142330_00155,128414,0.16240307948094962,0.1776766433821213,0.17405600770144464,0.010104886260843212,0.7716959561743518,0.2655790251228188,1.0,-0.015273563901171683,-0.3725605202853819,-0.09152301742137414,-0.6699700047196936,0.5876611484994207,0.7454027711692413,False
GUT_GENOME142330_1,GUT_GENOME142330_00156,129748,0.1583267118385242,0.17772920095712483,0.17301545251025316,0.010128498231169191,0.8360697576794236,0.2658258010970401,1.0,-0.019402489118600624,-0.4540980562950079,-0.09281034858678697,-0.6783056729073758,0.6663036306292319,0.7166613857227682,False
GUT_GENOME142330_1,GUT_GENOME142330_00157,130547,0.15275650005079108,0.17472330345147577,0.1698321386431778,0.009889902029845642,0.8774420099902009,0.265900872166817,1.0,-0.021966803400684687,-0.5047378371350264,-0.0960687335236392,-0.6994042187913575,0.7439265454988935,0.6893795610751452,False
GUT_GENOME142330_1,GUT_GENOME142330_00157,130703,0.1499262446454389,0.1763118710896307,0.16988484076668275,0.010094989880925834,0.9187615884209799,0.26578645662805606,1.0,-0.02638562644419179,-0.5920002417698291,-0.0959016158613733,-0.6983221061086408,0.8381180501355439,0.6576653753788019,False
GUT_GENOME142330_1,GUT_GENOME142330_00158,131105,0.14878935145085817,0.17292116660172588,0.16739476809447615,0.01005809469789561,0.9008364064828084,0.2658898656995512,1.0,-0.024131815150867708,-0.5474922379162872,-0.09849509760507505,-0.7151153010899621,0.8111376444315717,0.6665975275136673,False
GUT_GENOME142330_1,GUT_GENOME142330_00158,131649,0.14829602960650778,0.17376763966526465,0.16724907181293777,0.009941834413026401,0.9130816044887582,0.2660174219991994,1.0,-0.025471610058756866,-0.5739503522668181,-0.09876835018626165,-0.7168846537704504,0.8433426136787832,0.6559496101137383,False
GUT_GENOME142330_1,GUT_GENOME142330_00158,131675,0.1485580489061577,0.172599565480043,0.16723533950339695,0.0101934358002844,0.9001427616129029,0.26599915166218674,1.0,-0.024041516573885285,-0.5457090320976778,-0.0987638121587898,-0.7168552693414485,0.8116798248955851,0.6664168439271625,False
GUT_GENOME142330_1,GUT_GENOME142330_00158,132164,0.15234795070527143,0.17588182421858245,0.16820853797637816,0.010841192722344762,0.8893552902529105,0.2663302155069006,1.0,-0.023533873513311016,-0.535684155852187,-0.09812167753052245,-0.7126973484141316,0.7948950252676041,0.6720332149753565,False
GUT_GENOME142330_1,GUT_GENOME142330_00159,133509,0.1596616585623887,0.18489962118410566,0.17687271897171308,0.011578130284731555,0.8911450835165811,0.2665473591187558,0.9999999999999952,-0.02523796262171696,-0.5693363097962061,-0.08967464014704274,-0.658001476295589,0.7571097764595361,0.6848503797984236,False
